Energy(eV) DOS(1/eV/m^3) DOS_Norm(CodeUnits)
3.618 1.70381e+27 0.222896
3.619 1.70405e+27 0.222927
3.62 1.70428e+27 0.222958
3.621 1.70452e+27 0.222989
3.622 1.70475e+27 0.22302
3.623 1.70499e+27 0.22305
3.624 1.70522e+27 0.223081
3.625 1.70546e+27 0.223112
3.626 1.70569e+27 0.223143
3.627 1.70593e+27 0.223173
3.628 1.70616e+27 0.223204
3.629 1.7064e+27 0.223235
3.63 1.70663e+27 0.223266
3.631 1.70687e+27 0.223296
3.632 1.7071e+27 0.223327
3.633 1.70734e+27 0.223358
3.634 1.70757e+27 0.223389
3.635 1.70781e+27 0.223419
3.636 1.70804e+27 0.22345
3.637 1.70828e+27 0.223481
3.638 1.70851e+27 0.223512
3.639 1.70875e+27 0.223542
3.64 1.70898e+27 0.223573
3.641 1.70922e+27 0.223604
3.642 1.70945e+27 0.223634
3.643 1.70969e+27 0.223665
3.644 1.70992e+27 0.223696
3.645 1.71016e+27 0.223727
3.646 1.71039e+27 0.223757
3.647 1.71063e+27 0.223788
3.648 1.71086e+27 0.223819
3.649 1.71109e+27 0.223849
3.65 1.71133e+27 0.22388
3.651 1.71156e+27 0.223911
3.652 1.7118e+27 0.223941
3.653 1.71203e+27 0.223972
3.654 1.71227e+27 0.224003
3.655 1.7125e+27 0.224033
3.656 1.71273e+27 0.224064
3.657 1.71297e+27 0.224095
3.658 1.7132e+27 0.224125
3.659 1.71344e+27 0.224156
3.66 1.71367e+27 0.224186
3.661 1.71391e+27 0.224217
3.662 1.71414e+27 0.224248
3.663 1.71437e+27 0.224278
3.664 1.71461e+27 0.224309
3.665 1.71484e+27 0.224339
3.666 1.71508e+27 0.22437
3.667 1.71531e+27 0.224401
3.668 1.71554e+27 0.224431
3.669 1.71578e+27 0.224462
3.67 1.71601e+27 0.224492
3.671 1.71624e+27 0.224523
3.672 1.71648e+27 0.224554
3.673 1.71671e+27 0.224584
3.674 1.71695e+27 0.224615
3.675 1.71718e+27 0.224645
3.676 1.71741e+27 0.224676
3.677 1.71765e+27 0.224706
3.678 1.71788e+27 0.224737
3.679 1.71811e+27 0.224768
3.68 1.71835e+27 0.224798
3.681 1.71858e+27 0.224829
3.682 1.71881e+27 0.224859
3.683 1.71905e+27 0.22489
3.684 1.71928e+27 0.22492
3.685 1.71951e+27 0.224951
3.686 1.71975e+27 0.224981
3.687 1.71998e+27 0.225012
3.688 1.72021e+27 0.225042
3.689 1.72045e+27 0.225073
3.69 1.72068e+27 0.225103
3.691 1.72091e+27 0.225134
3.692 1.72115e+27 0.225164
3.693 1.72138e+27 0.225195
3.694 1.72161e+27 0.225225
3.695 1.72185e+27 0.225256
3.696 1.72208e+27 0.225286
3.697 1.72231e+27 0.225317
3.698 1.72254e+27 0.225347
3.699 1.72278e+27 0.225378
3.7 1.72301e+27 0.225408
3.701 1.72324e+27 0.225439
3.702 1.72348e+27 0.225469
3.703 1.72371e+27 0.2255
3.704 1.72394e+27 0.22553
3.705 1.72417e+27 0.22556
3.706 1.72441e+27 0.225591
3.707 1.72464e+27 0.225621
3.708 1.72487e+27 0.225652
3.709 1.7251e+27 0.225682
3.71 1.72534e+27 0.225713
3.711 1.72557e+27 0.225743
3.712 1.7258e+27 0.225773
3.713 1.72603e+27 0.225804
3.714 1.72627e+27 0.225834
3.715 1.7265e+27 0.225865
3.716 1.72673e+27 0.225895
3.717 1.72696e+27 0.225925
3.718 1.7272e+27 0.225956
3.719 1.72743e+27 0.225986
3.72 1.72766e+27 0.226017
3.721 1.72789e+27 0.226047
3.722 1.72812e+27 0.226077
3.723 1.72836e+27 0.226108
3.724 1.72859e+27 0.226138
3.725 1.72882e+27 0.226168
3.726 1.72905e+27 0.226199
3.727 1.72929e+27 0.226229
3.728 1.72952e+27 0.226259
3.729 1.72975e+27 0.22629
3.73 1.72998e+27 0.22632
3.731 1.73021e+27 0.22635
3.732 1.73044e+27 0.226381
3.733 1.73068e+27 0.226411
3.734 1.73091e+27 0.226441
3.735 1.73114e+27 0.226472
3.736 1.73137e+27 0.226502
3.737 1.7316e+27 0.226532
3.738 1.73184e+27 0.226563
3.739 1.73207e+27 0.226593
3.74 1.7323e+27 0.226623
3.741 1.73253e+27 0.226654
3.742 1.73276e+27 0.226684
3.743 1.73299e+27 0.226714
3.744 1.73322e+27 0.226744
3.745 1.73346e+27 0.226775
3.746 1.73369e+27 0.226805
3.747 1.73392e+27 0.226835
3.748 1.73415e+27 0.226866
3.749 1.73438e+27 0.226896
3.75 1.73461e+27 0.226926
3.751 1.73484e+27 0.226956
3.752 1.73508e+27 0.226987
3.753 1.73531e+27 0.227017
3.754 1.73554e+27 0.227047
3.755 1.73577e+27 0.227077
3.756 1.736e+27 0.227108
3.757 1.73623e+27 0.227138
3.758 1.73646e+27 0.227168
3.759 1.73669e+27 0.227198
3.76 1.73692e+27 0.227228
3.761 1.73716e+27 0.227259
3.762 1.73739e+27 0.227289
3.763 1.73762e+27 0.227319
3.764 1.73785e+27 0.227349
3.765 1.73808e+27 0.227379
3.766 1.73831e+27 0.22741
3.767 1.73854e+27 0.22744
3.768 1.73877e+27 0.22747
3.769 1.739e+27 0.2275
3.77 1.73923e+27 0.22753
3.771 1.73946e+27 0.227561
3.772 1.73969e+27 0.227591
3.773 1.73992e+27 0.227621
3.774 1.74015e+27 0.227651
3.775 1.74039e+27 0.227681
3.776 1.74062e+27 0.227711
3.777 1.74085e+27 0.227742
3.778 1.74108e+27 0.227772
3.779 1.74131e+27 0.227802
3.78 1.74154e+27 0.227832
3.781 1.74177e+27 0.227862
3.782 1.742e+27 0.227892
3.783 1.74223e+27 0.227922
3.784 1.74246e+27 0.227952
3.785 1.74269e+27 0.227983
3.786 1.74292e+27 0.228013
3.787 1.74315e+27 0.228043
3.788 1.74338e+27 0.228073
3.789 1.74361e+27 0.228103
3.79 1.74384e+27 0.228133
3.791 1.74407e+27 0.228163
3.792 1.7443e+27 0.228193
3.793 1.74453e+27 0.228223
3.794 1.74476e+27 0.228253
3.795 1.74499e+27 0.228284
3.796 1.74522e+27 0.228314
3.797 1.74545e+27 0.228344
3.798 1.74568e+27 0.228374
3.799 1.74591e+27 0.228404
3.8 1.74614e+27 0.228434
3.801 1.74637e+27 0.228464
3.802 1.7466e+27 0.228494
3.803 1.74683e+27 0.228524
3.804 1.74706e+27 0.228554
3.805 1.74729e+27 0.228584
3.806 1.74752e+27 0.228614
3.807 1.74775e+27 0.228644
3.808 1.74798e+27 0.228674
3.809 1.74821e+27 0.228704
3.81 1.74843e+27 0.228734
3.811 1.74866e+27 0.228764
3.812 1.74889e+27 0.228794
3.813 1.74912e+27 0.228824
3.814 1.74935e+27 0.228854
3.815 1.74958e+27 0.228884
3.816 1.74981e+27 0.228914
3.817 1.75004e+27 0.228944
3.818 1.75027e+27 0.228974
3.819 1.7505e+27 0.229004
3.82 1.75073e+27 0.229034
3.821 1.75096e+27 0.229064
3.822 1.75119e+27 0.229094
3.823 1.75142e+27 0.229124
3.824 1.75164e+27 0.229154
3.825 1.75187e+27 0.229184
3.826 1.7521e+27 0.229214
3.827 1.75233e+27 0.229244
3.828 1.75256e+27 0.229274
3.829 1.75279e+27 0.229304
3.83 1.75302e+27 0.229334
3.831 1.75325e+27 0.229364
3.832 1.75348e+27 0.229394
3.833 1.7537e+27 0.229424
3.834 1.75393e+27 0.229454
3.835 1.75416e+27 0.229483
3.836 1.75439e+27 0.229513
3.837 1.75462e+27 0.229543
3.838 1.75485e+27 0.229573
3.839 1.75508e+27 0.229603
3.84 1.7553e+27 0.229633
3.841 1.75553e+27 0.229663
3.842 1.75576e+27 0.229693
3.843 1.75599e+27 0.229723
3.844 1.75622e+27 0.229753
3.845 1.75645e+27 0.229782
3.846 1.75668e+27 0.229812
3.847 1.7569e+27 0.229842
3.848 1.75713e+27 0.229872
3.849 1.75736e+27 0.229902
3.85 1.75759e+27 0.229932
3.851 1.75782e+27 0.229962
3.852 1.75805e+27 0.229992
3.853 1.75827e+27 0.230021
3.854 1.7585e+27 0.230051
3.855 1.75873e+27 0.230081
3.856 1.75896e+27 0.230111
3.857 1.75919e+27 0.230141
3.858 1.75941e+27 0.230171
3.859 1.75964e+27 0.2302
3.86 1.75987e+27 0.23023
3.861 1.7601e+27 0.23026
3.862 1.76033e+27 0.23029
3.863 1.76055e+27 0.23032
3.864 1.76078e+27 0.23035
3.865 1.76101e+27 0.230379
3.866 1.76124e+27 0.230409
3.867 1.76147e+27 0.230439
3.868 1.76169e+27 0.230469
3.869 1.76192e+27 0.230498
3.87 1.76215e+27 0.230528
3.871 1.76238e+27 0.230558
3.872 1.7626e+27 0.230588
3.873 1.76283e+27 0.230618
3.874 1.76306e+27 0.230647
3.875 1.76329e+27 0.230677
3.876 1.76351e+27 0.230707
3.877 1.76374e+27 0.230737
3.878 1.76397e+27 0.230766
3.879 1.7642e+27 0.230796
3.88 1.76442e+27 0.230826
3.881 1.76465e+27 0.230856
3.882 1.76488e+27 0.230885
3.883 1.76511e+27 0.230915
3.884 1.76533e+27 0.230945
3.885 1.76556e+27 0.230975
3.886 1.76579e+27 0.231004
3.887 1.76601e+27 0.231034
3.888 1.76624e+27 0.231064
3.889 1.76647e+27 0.231093
3.89 1.7667e+27 0.231123
3.891 1.76692e+27 0.231153
3.892 1.76715e+27 0.231183
3.893 1.76738e+27 0.231212
3.894 1.7676e+27 0.231242
3.895 1.76783e+27 0.231272
3.896 1.76806e+27 0.231301
3.897 1.76828e+27 0.231331
3.898 1.76851e+27 0.231361
3.899 1.76874e+27 0.23139
3.9 1.76897e+27 0.23142
3.901 1.76919e+27 0.23145
3.902 1.76942e+27 0.231479
3.903 1.76965e+27 0.231509
3.904 1.76987e+27 0.231539
3.905 1.7701e+27 0.231568
3.906 1.77033e+27 0.231598
3.907 1.77055e+27 0.231628
3.908 1.77078e+27 0.231657
3.909 1.77101e+27 0.231687
3.91 1.77123e+27 0.231717
3.911 1.77146e+27 0.231746
3.912 1.77168e+27 0.231776
3.913 1.77191e+27 0.231805
3.914 1.77214e+27 0.231835
3.915 1.77236e+27 0.231865
3.916 1.77259e+27 0.231894
3.917 1.77282e+27 0.231924
3.918 1.77304e+27 0.231954
3.919 1.77327e+27 0.231983
3.92 1.7735e+27 0.232013
3.921 1.77372e+27 0.232042
3.922 1.77395e+27 0.232072
3.923 1.77417e+27 0.232101
3.924 1.7744e+27 0.232131
3.925 1.77463e+27 0.232161
3.926 1.77485e+27 0.23219
3.927 1.77508e+27 0.23222
3.928 1.7753e+27 0.232249
3.929 1.77553e+27 0.232279
3.93 1.77576e+27 0.232308
3.931 1.77598e+27 0.232338
3.932 1.77621e+27 0.232368
3.933 1.77643e+27 0.232397
3.934 1.77666e+27 0.232427
3.935 1.77689e+27 0.232456
3.936 1.77711e+27 0.232486
3.937 1.77734e+27 0.232515
3.938 1.77756e+27 0.232545
3.939 1.77779e+27 0.232574
3.94 1.77801e+27 0.232604
3.941 1.77824e+27 0.232633
3.942 1.77846e+27 0.232663
3.943 1.77869e+27 0.232692
3.944 1.77892e+27 0.232722
3.945 1.77914e+27 0.232751
3.946 1.77937e+27 0.232781
3.947 1.77959e+27 0.23281
3.948 1.77982e+27 0.23284
3.949 1.78004e+27 0.232869
3.95 1.78027e+27 0.232899
3.951 1.78049e+27 0.232928
3.952 1.78072e+27 0.232958
3.953 1.78094e+27 0.232987
3.954 1.78117e+27 0.233017
3.955 1.78139e+27 0.233046
3.956 1.78162e+27 0.233076
3.957 1.78185e+27 0.233105
3.958 1.78207e+27 0.233135
3.959 1.7823e+27 0.233164
3.96 1.78252e+27 0.233193
3.961 1.78275e+27 0.233223
3.962 1.78297e+27 0.233252
3.963 1.7832e+27 0.233282
3.964 1.78342e+27 0.233311
3.965 1.78365e+27 0.233341
3.966 1.78387e+27 0.23337
3.967 1.7841e+27 0.233399
3.968 1.78432e+27 0.233429
3.969 1.78455e+27 0.233458
3.97 1.78477e+27 0.233488
3.971 1.78499e+27 0.233517
3.972 1.78522e+27 0.233546
3.973 1.78544e+27 0.233576
3.974 1.78567e+27 0.233605
3.975 1.78589e+27 0.233635
3.976 1.78612e+27 0.233664
3.977 1.78634e+27 0.233693
3.978 1.78657e+27 0.233723
3.979 1.78679e+27 0.233752
3.98 1.78702e+27 0.233782
3.981 1.78724e+27 0.233811
3.982 1.78747e+27 0.23384
3.983 1.78769e+27 0.23387
3.984 1.78791e+27 0.233899
3.985 1.78814e+27 0.233928
3.986 1.78836e+27 0.233958
3.987 1.78859e+27 0.233987
3.988 1.78881e+27 0.234016
3.989 1.78904e+27 0.234046
3.99 1.78926e+27 0.234075
3.991 1.78948e+27 0.234104
3.992 1.78971e+27 0.234134
3.993 1.78993e+27 0.234163
3.994 1.79016e+27 0.234192
3.995 1.79038e+27 0.234222
3.996 1.7906e+27 0.234251
3.997 1.79083e+27 0.23428
3.998 1.79105e+27 0.23431
3.999 1.79128e+27 0.234339
4 1.7915e+27 0.234368
4.001 1.79172e+27 0.234398
4.002 1.79195e+27 0.234427
4.003 1.79217e+27 0.234456
4.004 1.7924e+27 0.234485
4.005 1.79262e+27 0.234515
4.006 1.79284e+27 0.234544
4.007 1.79307e+27 0.234573
4.008 1.79329e+27 0.234602
4.009 1.79351e+27 0.234632
4.01 1.79374e+27 0.234661
4.011 1.79396e+27 0.23469
4.012 1.79419e+27 0.23472
4.013 1.79441e+27 0.234749
4.014 1.79463e+27 0.234778
4.015 1.79486e+27 0.234807
4.016 1.79508e+27 0.234836
4.017 1.7953e+27 0.234866
4.018 1.79553e+27 0.234895
4.019 1.79575e+27 0.234924
4.02 1.79597e+27 0.234953
4.021 1.7962e+27 0.234983
4.022 1.79642e+27 0.235012
4.023 1.79664e+27 0.235041
4.024 1.79687e+27 0.23507
4.025 1.79709e+27 0.235099
4.026 1.79731e+27 0.235129
4.027 1.79754e+27 0.235158
4.028 1.79776e+27 0.235187
4.029 1.79798e+27 0.235216
4.03 1.79821e+27 0.235245
4.031 1.79843e+27 0.235275
4.032 1.79865e+27 0.235304
4.033 1.79888e+27 0.235333
4.034 1.7991e+27 0.235362
4.035 1.79932e+27 0.235391
4.036 1.79954e+27 0.235421
4.037 1.79977e+27 0.23545
4.038 1.79999e+27 0.235479
4.039 1.80021e+27 0.235508
4.04 1.80044e+27 0.235537
4.041 1.80066e+27 0.235566
4.042 1.80088e+27 0.235595
4.043 1.8011e+27 0.235625
4.044 1.80133e+27 0.235654
4.045 1.80155e+27 0.235683
4.046 1.80177e+27 0.235712
4.047 1.80199e+27 0.235741
4.048 1.80222e+27 0.23577
4.049 1.80244e+27 0.235799
4.05 1.80266e+27 0.235828
4.051 1.80289e+27 0.235858
4.052 1.80311e+27 0.235887
4.053 1.80333e+27 0.235916
4.054 1.80355e+27 0.235945
4.055 1.80378e+27 0.235974
4.056 1.804e+27 0.236003
4.057 1.80422e+27 0.236032
4.058 1.80444e+27 0.236061
4.059 1.80466e+27 0.23609
4.06 1.80489e+27 0.236119
4.061 1.80511e+27 0.236149
4.062 1.80533e+27 0.236178
4.063 1.80555e+27 0.236207
4.064 1.80578e+27 0.236236
4.065 1.806e+27 0.236265
4.066 1.80622e+27 0.236294
4.067 1.80644e+27 0.236323
4.068 1.80666e+27 0.236352
4.069 1.80689e+27 0.236381
4.07 1.80711e+27 0.23641
4.071 1.80733e+27 0.236439
4.072 1.80755e+27 0.236468
4.073 1.80777e+27 0.236497
4.074 1.808e+27 0.236526
4.075 1.80822e+27 0.236555
4.076 1.80844e+27 0.236584
4.077 1.80866e+27 0.236613
4.078 1.80888e+27 0.236642
4.079 1.80911e+27 0.236671
4.08 1.80933e+27 0.2367
4.081 1.80955e+27 0.236729
4.082 1.80977e+27 0.236758
4.083 1.80999e+27 0.236787
4.084 1.81021e+27 0.236816
4.085 1.81044e+27 0.236845
4.086 1.81066e+27 0.236874
4.087 1.81088e+27 0.236903
4.088 1.8111e+27 0.236932
4.089 1.81132e+27 0.236961
4.09 1.81154e+27 0.23699
4.091 1.81176e+27 0.237019
4.092 1.81199e+27 0.237048
4.093 1.81221e+27 0.237077
4.094 1.81243e+27 0.237106
4.095 1.81265e+27 0.237135
4.096 1.81287e+27 0.237164
4.097 1.81309e+27 0.237193
4.098 1.81331e+27 0.237222
4.099 1.81353e+27 0.237251
4.1 1.81376e+27 0.23728
4.101 1.81398e+27 0.237309
4.102 1.8142e+27 0.237338
4.103 1.81442e+27 0.237367
4.104 1.81464e+27 0.237395
4.105 1.81486e+27 0.237424
4.106 1.81508e+27 0.237453
4.107 1.8153e+27 0.237482
4.108 1.81552e+27 0.237511
4.109 1.81575e+27 0.23754
4.11 1.81597e+27 0.237569
4.111 1.81619e+27 0.237598
4.112 1.81641e+27 0.237627
4.113 1.81663e+27 0.237656
4.114 1.81685e+27 0.237685
4.115 1.81707e+27 0.237713
4.116 1.81729e+27 0.237742
4.117 1.81751e+27 0.237771
4.118 1.81773e+27 0.2378
4.119 1.81795e+27 0.237829
4.12 1.81817e+27 0.237858
4.121 1.8184e+27 0.237887
4.122 1.81862e+27 0.237915
4.123 1.81884e+27 0.237944
4.124 1.81906e+27 0.237973
4.125 1.81928e+27 0.238002
4.126 1.8195e+27 0.238031
4.127 1.81972e+27 0.23806
4.128 1.81994e+27 0.238089
4.129 1.82016e+27 0.238117
4.13 1.82038e+27 0.238146
4.131 1.8206e+27 0.238175
4.132 1.82082e+27 0.238204
4.133 1.82104e+27 0.238233
4.134 1.82126e+27 0.238262
4.135 1.82148e+27 0.23829
4.136 1.8217e+27 0.238319
4.137 1.82192e+27 0.238348
4.138 1.82214e+27 0.238377
4.139 1.82236e+27 0.238406
4.14 1.82258e+27 0.238434
4.141 1.8228e+27 0.238463
4.142 1.82302e+27 0.238492
4.143 1.82324e+27 0.238521
4.144 1.82346e+27 0.23855
4.145 1.82368e+27 0.238578
4.146 1.8239e+27 0.238607
4.147 1.82412e+27 0.238636
4.148 1.82434e+27 0.238665
4.149 1.82456e+27 0.238693
4.15 1.82478e+27 0.238722
4.151 1.825e+27 0.238751
4.152 1.82522e+27 0.23878
4.153 1.82544e+27 0.238808
4.154 1.82566e+27 0.238837
4.155 1.82588e+27 0.238866
4.156 1.8261e+27 0.238895
4.157 1.82632e+27 0.238923
4.158 1.82654e+27 0.238952
4.159 1.82676e+27 0.238981
4.16 1.82698e+27 0.23901
4.161 1.8272e+27 0.239038
4.162 1.82742e+27 0.239067
4.163 1.82764e+27 0.239096
4.164 1.82786e+27 0.239125
4.165 1.82808e+27 0.239153
4.166 1.8283e+27 0.239182
4.167 1.82852e+27 0.239211
4.168 1.82874e+27 0.239239
4.169 1.82895e+27 0.239268
4.17 1.82917e+27 0.239297
4.171 1.82939e+27 0.239325
4.172 1.82961e+27 0.239354
4.173 1.82983e+27 0.239383
4.174 1.83005e+27 0.239411
4.175 1.83027e+27 0.23944
4.176 1.83049e+27 0.239469
4.177 1.83071e+27 0.239497
4.178 1.83093e+27 0.239526
4.179 1.83115e+27 0.239555
4.18 1.83137e+27 0.239583
4.181 1.83158e+27 0.239612
4.182 1.8318e+27 0.239641
4.183 1.83202e+27 0.239669
4.184 1.83224e+27 0.239698
4.185 1.83246e+27 0.239727
4.186 1.83268e+27 0.239755
4.187 1.8329e+27 0.239784
4.188 1.83312e+27 0.239813
4.189 1.83334e+27 0.239841
4.19 1.83356e+27 0.23987
4.191 1.83377e+27 0.239899
4.192 1.83399e+27 0.239927
4.193 1.83421e+27 0.239956
4.194 1.83443e+27 0.239984
4.195 1.83465e+27 0.240013
4.196 1.83487e+27 0.240042
4.197 1.83509e+27 0.24007
4.198 1.8353e+27 0.240099
4.199 1.83552e+27 0.240127
4.2 1.83574e+27 0.240156
4.201 1.83596e+27 0.240185
4.202 1.83618e+27 0.240213
4.203 1.8364e+27 0.240242
4.204 1.83662e+27 0.24027
4.205 1.83683e+27 0.240299
4.206 1.83705e+27 0.240327
4.207 1.83727e+27 0.240356
4.208 1.83749e+27 0.240385
4.209 1.83771e+27 0.240413
4.21 1.83793e+27 0.240442
4.211 1.83814e+27 0.24047
4.212 1.83836e+27 0.240499
4.213 1.83858e+27 0.240527
4.214 1.8388e+27 0.240556
4.215 1.83902e+27 0.240584
4.216 1.83924e+27 0.240613
4.217 1.83945e+27 0.240642
4.218 1.83967e+27 0.24067
4.219 1.83989e+27 0.240699
4.22 1.84011e+27 0.240727
4.221 1.84033e+27 0.240756
4.222 1.84054e+27 0.240784
4.223 1.84076e+27 0.240813
4.224 1.84098e+27 0.240841
4.225 1.8412e+27 0.24087
4.226 1.84142e+27 0.240898
4.227 1.84163e+27 0.240927
4.228 1.84185e+27 0.240955
4.229 1.84207e+27 0.240984
4.23 1.84229e+27 0.241012
4.231 1.8425e+27 0.241041
4.232 1.84272e+27 0.241069
4.233 1.84294e+27 0.241098
4.234 1.84316e+27 0.241126
4.235 1.84337e+27 0.241155
4.236 1.84359e+27 0.241183
4.237 1.84381e+27 0.241211
4.238 1.84403e+27 0.24124
4.239 1.84425e+27 0.241268
4.24 1.84446e+27 0.241297
4.241 1.84468e+27 0.241325
4.242 1.8449e+27 0.241354
4.243 1.84512e+27 0.241382
4.244 1.84533e+27 0.241411
4.245 1.84555e+27 0.241439
4.246 1.84577e+27 0.241468
4.247 1.84598e+27 0.241496
4.248 1.8462e+27 0.241524
4.249 1.84642e+27 0.241553
4.25 1.84664e+27 0.241581
4.251 1.84685e+27 0.24161
4.252 1.84707e+27 0.241638
4.253 1.84729e+27 0.241666
4.254 1.84751e+27 0.241695
4.255 1.84772e+27 0.241723
4.256 1.84794e+27 0.241752
4.257 1.84816e+27 0.24178
4.258 1.84837e+27 0.241808
4.259 1.84859e+27 0.241837
4.26 1.84881e+27 0.241865
4.261 1.84902e+27 0.241894
4.262 1.84924e+27 0.241922
4.263 1.84946e+27 0.24195
4.264 1.84968e+27 0.241979
4.265 1.84989e+27 0.242007
4.266 1.85011e+27 0.242036
4.267 1.85033e+27 0.242064
4.268 1.85054e+27 0.242092
4.269 1.85076e+27 0.242121
4.27 1.85098e+27 0.242149
4.271 1.85119e+27 0.242177
4.272 1.85141e+27 0.242206
4.273 1.85163e+27 0.242234
4.274 1.85184e+27 0.242262
4.275 1.85206e+27 0.242291
4.276 1.85228e+27 0.242319
4.277 1.85249e+27 0.242347
4.278 1.85271e+27 0.242376
4.279 1.85293e+27 0.242404
4.28 1.85314e+27 0.242432
4.281 1.85336e+27 0.242461
4.282 1.85358e+27 0.242489
4.283 1.85379e+27 0.242517
4.284 1.85401e+27 0.242546
4.285 1.85422e+27 0.242574
4.286 1.85444e+27 0.242602
4.287 1.85466e+27 0.242631
4.288 1.85487e+27 0.242659
4.289 1.85509e+27 0.242687
4.29 1.85531e+27 0.242715
4.291 1.85552e+27 0.242744
4.292 1.85574e+27 0.242772
4.293 1.85595e+27 0.2428
4.294 1.85617e+27 0.242829
4.295 1.85639e+27 0.242857
4.296 1.8566e+27 0.242885
4.297 1.85682e+27 0.242913
4.298 1.85704e+27 0.242942
4.299 1.85725e+27 0.24297
4.3 1.85747e+27 0.242998
4.301 1.85768e+27 0.243026
4.302 1.8579e+27 0.243055
4.303 1.85812e+27 0.243083
4.304 1.85833e+27 0.243111
4.305 1.85855e+27 0.243139
4.306 1.85876e+27 0.243168
4.307 1.85898e+27 0.243196
4.308 1.85919e+27 0.243224
4.309 1.85941e+27 0.243252
4.31 1.85963e+27 0.243281
4.311 1.85984e+27 0.243309
4.312 1.86006e+27 0.243337
4.313 1.86027e+27 0.243365
4.314 1.86049e+27 0.243393
4.315 1.8607e+27 0.243422
4.316 1.86092e+27 0.24345
4.317 1.86114e+27 0.243478
4.318 1.86135e+27 0.243506
4.319 1.86157e+27 0.243534
4.32 1.86178e+27 0.243563
4.321 1.862e+27 0.243591
4.322 1.86221e+27 0.243619
4.323 1.86243e+27 0.243647
4.324 1.86264e+27 0.243675
4.325 1.86286e+27 0.243704
4.326 1.86307e+27 0.243732
4.327 1.86329e+27 0.24376
4.328 1.86351e+27 0.243788
4.329 1.86372e+27 0.243816
4.33 1.86394e+27 0.243844
4.331 1.86415e+27 0.243872
4.332 1.86437e+27 0.243901
4.333 1.86458e+27 0.243929
4.334 1.8648e+27 0.243957
4.335 1.86501e+27 0.243985
4.336 1.86523e+27 0.244013
4.337 1.86544e+27 0.244041
4.338 1.86566e+27 0.244069
4.339 1.86587e+27 0.244098
4.34 1.86609e+27 0.244126
4.341 1.8663e+27 0.244154
4.342 1.86652e+27 0.244182
4.343 1.86673e+27 0.24421
4.344 1.86695e+27 0.244238
4.345 1.86716e+27 0.244266
4.346 1.86738e+27 0.244294
4.347 1.86759e+27 0.244323
4.348 1.86781e+27 0.244351
4.349 1.86802e+27 0.244379
4.35 1.86824e+27 0.244407
4.351 1.86845e+27 0.244435
4.352 1.86866e+27 0.244463
4.353 1.86888e+27 0.244491
4.354 1.86909e+27 0.244519
4.355 1.86931e+27 0.244547
4.356 1.86952e+27 0.244575
4.357 1.86974e+27 0.244603
4.358 1.86995e+27 0.244631
4.359 1.87017e+27 0.24466
4.36 1.87038e+27 0.244688
4.361 1.8706e+27 0.244716
4.362 1.87081e+27 0.244744
4.363 1.87102e+27 0.244772
4.364 1.87124e+27 0.2448
4.365 1.87145e+27 0.244828
4.366 1.87167e+27 0.244856
4.367 1.87188e+27 0.244884
4.368 1.8721e+27 0.244912
4.369 1.87231e+27 0.24494
4.37 1.87253e+27 0.244968
4.371 1.87274e+27 0.244996
4.372 1.87295e+27 0.245024
4.373 1.87317e+27 0.245052
4.374 1.87338e+27 0.24508
4.375 1.8736e+27 0.245108
4.376 1.87381e+27 0.245136
4.377 1.87402e+27 0.245164
4.378 1.87424e+27 0.245192
4.379 1.87445e+27 0.24522
4.38 1.87467e+27 0.245248
4.381 1.87488e+27 0.245276
4.382 1.87509e+27 0.245304
4.383 1.87531e+27 0.245332
4.384 1.87552e+27 0.24536
4.385 1.87574e+27 0.245388
4.386 1.87595e+27 0.245416
4.387 1.87616e+27 0.245444
4.388 1.87638e+27 0.245472
4.389 1.87659e+27 0.2455
4.39 1.87681e+27 0.245528
4.391 1.87702e+27 0.245556
4.392 1.87723e+27 0.245584
4.393 1.87745e+27 0.245612
4.394 1.87766e+27 0.24564
4.395 1.87787e+27 0.245668
4.396 1.87809e+27 0.245696
4.397 1.8783e+27 0.245724
4.398 1.87851e+27 0.245752
4.399 1.87873e+27 0.24578
4.4 1.87894e+27 0.245807
4.401 1.87916e+27 0.245835
4.402 1.87937e+27 0.245863
4.403 1.87958e+27 0.245891
4.404 1.8798e+27 0.245919
4.405 1.88001e+27 0.245947
4.406 1.88022e+27 0.245975
4.407 1.88044e+27 0.246003
4.408 1.88065e+27 0.246031
4.409 1.88086e+27 0.246059
4.41 1.88108e+27 0.246087
4.411 1.88129e+27 0.246115
4.412 1.8815e+27 0.246142
4.413 1.88172e+27 0.24617
4.414 1.88193e+27 0.246198
4.415 1.88214e+27 0.246226
4.416 1.88235e+27 0.246254
4.417 1.88257e+27 0.246282
4.418 1.88278e+27 0.24631
4.419 1.88299e+27 0.246338
4.42 1.88321e+27 0.246365
4.421 1.88342e+27 0.246393
4.422 1.88363e+27 0.246421
4.423 1.88385e+27 0.246449
4.424 1.88406e+27 0.246477
4.425 1.88427e+27 0.246505
4.426 1.88448e+27 0.246533
4.427 1.8847e+27 0.24656
4.428 1.88491e+27 0.246588
4.429 1.88512e+27 0.246616
4.43 1.88534e+27 0.246644
4.431 1.88555e+27 0.246672
4.432 1.88576e+27 0.2467
4.433 1.88597e+27 0.246728
4.434 1.88619e+27 0.246755
4.435 1.8864e+27 0.246783
4.436 1.88661e+27 0.246811
4.437 1.88683e+27 0.246839
4.438 1.88704e+27 0.246867
4.439 1.88725e+27 0.246894
