Energy(eV) DOS(1/eV/m^3) DOS_Norm(CodeUnits)
1.718 1.17408e+27 0.153596
1.719 1.17442e+27 0.153641
1.72 1.17477e+27 0.153686
1.721 1.17511e+27 0.15373
1.722 1.17545e+27 0.153775
1.723 1.17579e+27 0.153819
1.724 1.17613e+27 0.153864
1.725 1.17647e+27 0.153909
1.726 1.17681e+27 0.153953
1.727 1.17715e+27 0.153998
1.728 1.17749e+27 0.154043
1.729 1.17784e+27 0.154087
1.73 1.17818e+27 0.154132
1.731 1.17852e+27 0.154176
1.732 1.17886e+27 0.154221
1.733 1.1792e+27 0.154265
1.734 1.17954e+27 0.15431
1.735 1.17988e+27 0.154354
1.736 1.18022e+27 0.154399
1.737 1.18056e+27 0.154443
1.738 1.1809e+27 0.154488
1.739 1.18124e+27 0.154532
1.74 1.18158e+27 0.154576
1.741 1.18192e+27 0.154621
1.742 1.18225e+27 0.154665
1.743 1.18259e+27 0.15471
1.744 1.18293e+27 0.154754
1.745 1.18327e+27 0.154798
1.746 1.18361e+27 0.154843
1.747 1.18395e+27 0.154887
1.748 1.18429e+27 0.154931
1.749 1.18463e+27 0.154976
1.75 1.18497e+27 0.15502
1.751 1.1853e+27 0.155064
1.752 1.18564e+27 0.155109
1.753 1.18598e+27 0.155153
1.754 1.18632e+27 0.155197
1.755 1.18666e+27 0.155241
1.756 1.187e+27 0.155286
1.757 1.18733e+27 0.15533
1.758 1.18767e+27 0.155374
1.759 1.18801e+27 0.155418
1.76 1.18835e+27 0.155462
1.761 1.18868e+27 0.155506
1.762 1.18902e+27 0.155551
1.763 1.18936e+27 0.155595
1.764 1.1897e+27 0.155639
1.765 1.19003e+27 0.155683
1.766 1.19037e+27 0.155727
1.767 1.19071e+27 0.155771
1.768 1.19104e+27 0.155815
1.769 1.19138e+27 0.155859
1.77 1.19172e+27 0.155903
1.771 1.19205e+27 0.155947
1.772 1.19239e+27 0.155991
1.773 1.19273e+27 0.156035
1.774 1.19306e+27 0.156079
1.775 1.1934e+27 0.156123
1.776 1.19374e+27 0.156167
1.777 1.19407e+27 0.156211
1.778 1.19441e+27 0.156255
1.779 1.19474e+27 0.156299
1.78 1.19508e+27 0.156343
1.781 1.19542e+27 0.156387
1.782 1.19575e+27 0.156431
1.783 1.19609e+27 0.156475
1.784 1.19642e+27 0.156519
1.785 1.19676e+27 0.156563
1.786 1.19709e+27 0.156606
1.787 1.19743e+27 0.15665
1.788 1.19776e+27 0.156694
1.789 1.1981e+27 0.156738
1.79 1.19843e+27 0.156782
1.791 1.19877e+27 0.156825
1.792 1.1991e+27 0.156869
1.793 1.19944e+27 0.156913
1.794 1.19977e+27 0.156957
1.795 1.2001e+27 0.157
1.796 1.20044e+27 0.157044
1.797 1.20077e+27 0.157088
1.798 1.20111e+27 0.157132
1.799 1.20144e+27 0.157175
1.8 1.20178e+27 0.157219
1.801 1.20211e+27 0.157263
1.802 1.20244e+27 0.157306
1.803 1.20278e+27 0.15735
1.804 1.20311e+27 0.157394
1.805 1.20344e+27 0.157437
1.806 1.20378e+27 0.157481
1.807 1.20411e+27 0.157524
1.808 1.20444e+27 0.157568
1.809 1.20478e+27 0.157612
1.81 1.20511e+27 0.157655
1.811 1.20544e+27 0.157699
1.812 1.20577e+27 0.157742
1.813 1.20611e+27 0.157786
1.814 1.20644e+27 0.157829
1.815 1.20677e+27 0.157873
1.816 1.2071e+27 0.157916
1.817 1.20744e+27 0.15796
1.818 1.20777e+27 0.158003
1.819 1.2081e+27 0.158047
1.82 1.20843e+27 0.15809
1.821 1.20877e+27 0.158133
1.822 1.2091e+27 0.158177
1.823 1.20943e+27 0.15822
1.824 1.20976e+27 0.158264
1.825 1.21009e+27 0.158307
1.826 1.21042e+27 0.15835
1.827 1.21075e+27 0.158394
1.828 1.21109e+27 0.158437
1.829 1.21142e+27 0.15848
1.83 1.21175e+27 0.158524
1.831 1.21208e+27 0.158567
1.832 1.21241e+27 0.15861
1.833 1.21274e+27 0.158654
1.834 1.21307e+27 0.158697
1.835 1.2134e+27 0.15874
1.836 1.21373e+27 0.158783
1.837 1.21406e+27 0.158827
1.838 1.21439e+27 0.15887
1.839 1.21472e+27 0.158913
1.84 1.21505e+27 0.158956
1.841 1.21538e+27 0.158999
1.842 1.21572e+27 0.159043
1.843 1.21604e+27 0.159086
1.844 1.21637e+27 0.159129
1.845 1.2167e+27 0.159172
1.846 1.21703e+27 0.159215
1.847 1.21736e+27 0.159258
1.848 1.21769e+27 0.159301
1.849 1.21802e+27 0.159345
1.85 1.21835e+27 0.159388
1.851 1.21868e+27 0.159431
1.852 1.21901e+27 0.159474
1.853 1.21934e+27 0.159517
1.854 1.21967e+27 0.15956
1.855 1.22e+27 0.159603
1.856 1.22033e+27 0.159646
1.857 1.22065e+27 0.159689
1.858 1.22098e+27 0.159732
1.859 1.22131e+27 0.159775
1.86 1.22164e+27 0.159818
1.861 1.22197e+27 0.159861
1.862 1.2223e+27 0.159904
1.863 1.22263e+27 0.159947
1.864 1.22295e+27 0.15999
1.865 1.22328e+27 0.160032
1.866 1.22361e+27 0.160075
1.867 1.22394e+27 0.160118
1.868 1.22426e+27 0.160161
1.869 1.22459e+27 0.160204
1.87 1.22492e+27 0.160247
1.871 1.22525e+27 0.16029
1.872 1.22557e+27 0.160333
1.873 1.2259e+27 0.160375
1.874 1.22623e+27 0.160418
1.875 1.22656e+27 0.160461
1.876 1.22688e+27 0.160504
1.877 1.22721e+27 0.160547
1.878 1.22754e+27 0.160589
1.879 1.22786e+27 0.160632
1.88 1.22819e+27 0.160675
1.881 1.22852e+27 0.160717
1.882 1.22884e+27 0.16076
1.883 1.22917e+27 0.160803
1.884 1.2295e+27 0.160846
1.885 1.22982e+27 0.160888
1.886 1.23015e+27 0.160931
1.887 1.23048e+27 0.160974
1.888 1.2308e+27 0.161016
1.889 1.23113e+27 0.161059
1.89 1.23145e+27 0.161102
1.891 1.23178e+27 0.161144
1.892 1.2321e+27 0.161187
1.893 1.23243e+27 0.161229
1.894 1.23276e+27 0.161272
1.895 1.23308e+27 0.161314
1.896 1.23341e+27 0.161357
1.897 1.23373e+27 0.1614
1.898 1.23406e+27 0.161442
1.899 1.23438e+27 0.161485
1.9 1.23471e+27 0.161527
1.901 1.23503e+27 0.16157
1.902 1.23536e+27 0.161612
1.903 1.23568e+27 0.161655
1.904 1.23601e+27 0.161697
1.905 1.23633e+27 0.16174
1.906 1.23665e+27 0.161782
1.907 1.23698e+27 0.161824
1.908 1.2373e+27 0.161867
1.909 1.23763e+27 0.161909
1.91 1.23795e+27 0.161952
1.911 1.23828e+27 0.161994
1.912 1.2386e+27 0.162036
1.913 1.23892e+27 0.162079
1.914 1.23925e+27 0.162121
1.915 1.23957e+27 0.162164
1.916 1.23989e+27 0.162206
1.917 1.24022e+27 0.162248
1.918 1.24054e+27 0.16229
1.919 1.24086e+27 0.162333
1.92 1.24119e+27 0.162375
1.921 1.24151e+27 0.162417
1.922 1.24183e+27 0.16246
1.923 1.24216e+27 0.162502
1.924 1.24248e+27 0.162544
1.925 1.2428e+27 0.162586
1.926 1.24313e+27 0.162629
1.927 1.24345e+27 0.162671
1.928 1.24377e+27 0.162713
1.929 1.24409e+27 0.162755
1.93 1.24442e+27 0.162797
1.931 1.24474e+27 0.16284
1.932 1.24506e+27 0.162882
1.933 1.24538e+27 0.162924
1.934 1.2457e+27 0.162966
1.935 1.24603e+27 0.163008
1.936 1.24635e+27 0.16305
1.937 1.24667e+27 0.163092
1.938 1.24699e+27 0.163134
1.939 1.24731e+27 0.163177
1.94 1.24764e+27 0.163219
1.941 1.24796e+27 0.163261
1.942 1.24828e+27 0.163303
1.943 1.2486e+27 0.163345
1.944 1.24892e+27 0.163387
1.945 1.24924e+27 0.163429
1.946 1.24956e+27 0.163471
1.947 1.24988e+27 0.163513
1.948 1.25021e+27 0.163555
1.949 1.25053e+27 0.163597
1.95 1.25085e+27 0.163639
1.951 1.25117e+27 0.163681
1.952 1.25149e+27 0.163723
1.953 1.25181e+27 0.163765
1.954 1.25213e+27 0.163806
1.955 1.25245e+27 0.163848
1.956 1.25277e+27 0.16389
1.957 1.25309e+27 0.163932
1.958 1.25341e+27 0.163974
1.959 1.25373e+27 0.164016
1.96 1.25405e+27 0.164058
1.961 1.25437e+27 0.1641
1.962 1.25469e+27 0.164141
1.963 1.25501e+27 0.164183
1.964 1.25533e+27 0.164225
1.965 1.25565e+27 0.164267
1.966 1.25597e+27 0.164309
1.967 1.25629e+27 0.16435
1.968 1.25661e+27 0.164392
1.969 1.25693e+27 0.164434
1.97 1.25725e+27 0.164476
1.971 1.25756e+27 0.164517
1.972 1.25788e+27 0.164559
1.973 1.2582e+27 0.164601
1.974 1.25852e+27 0.164643
1.975 1.25884e+27 0.164684
1.976 1.25916e+27 0.164726
1.977 1.25948e+27 0.164768
1.978 1.2598e+27 0.164809
1.979 1.26011e+27 0.164851
1.98 1.26043e+27 0.164893
1.981 1.26075e+27 0.164934
1.982 1.26107e+27 0.164976
1.983 1.26139e+27 0.165018
1.984 1.2617e+27 0.165059
1.985 1.26202e+27 0.165101
1.986 1.26234e+27 0.165142
1.987 1.26266e+27 0.165184
1.988 1.26298e+27 0.165225
1.989 1.26329e+27 0.165267
1.99 1.26361e+27 0.165309
1.991 1.26393e+27 0.16535
1.992 1.26425e+27 0.165392
1.993 1.26456e+27 0.165433
1.994 1.26488e+27 0.165475
1.995 1.2652e+27 0.165516
1.996 1.26551e+27 0.165558
1.997 1.26583e+27 0.165599
1.998 1.26615e+27 0.16564
1.999 1.26647e+27 0.165682
2 1.26678e+27 0.165723
2.001 1.2671e+27 0.165765
2.002 1.26742e+27 0.165806
2.003 1.26773e+27 0.165848
2.004 1.26805e+27 0.165889
2.005 1.26836e+27 0.16593
2.006 1.26868e+27 0.165972
2.007 1.269e+27 0.166013
2.008 1.26931e+27 0.166054
2.009 1.26963e+27 0.166096
2.01 1.26995e+27 0.166137
2.011 1.27026e+27 0.166178
2.012 1.27058e+27 0.16622
2.013 1.27089e+27 0.166261
2.014 1.27121e+27 0.166302
2.015 1.27152e+27 0.166344
2.016 1.27184e+27 0.166385
2.017 1.27215e+27 0.166426
2.018 1.27247e+27 0.166467
2.019 1.27279e+27 0.166509
2.02 1.2731e+27 0.16655
2.021 1.27342e+27 0.166591
2.022 1.27373e+27 0.166632
2.023 1.27405e+27 0.166674
2.024 1.27436e+27 0.166715
2.025 1.27468e+27 0.166756
2.026 1.27499e+27 0.166797
2.027 1.2753e+27 0.166838
2.028 1.27562e+27 0.166879
2.029 1.27593e+27 0.166921
2.03 1.27625e+27 0.166962
2.031 1.27656e+27 0.167003
2.032 1.27688e+27 0.167044
2.033 1.27719e+27 0.167085
2.034 1.2775e+27 0.167126
2.035 1.27782e+27 0.167167
2.036 1.27813e+27 0.167208
2.037 1.27845e+27 0.167249
2.038 1.27876e+27 0.16729
2.039 1.27907e+27 0.167331
2.04 1.27939e+27 0.167372
2.041 1.2797e+27 0.167413
2.042 1.28001e+27 0.167454
2.043 1.28033e+27 0.167495
2.044 1.28064e+27 0.167536
2.045 1.28095e+27 0.167577
2.046 1.28127e+27 0.167618
2.047 1.28158e+27 0.167659
2.048 1.28189e+27 0.1677
2.049 1.28221e+27 0.167741
2.05 1.28252e+27 0.167782
2.051 1.28283e+27 0.167823
2.052 1.28314e+27 0.167864
2.053 1.28346e+27 0.167905
2.054 1.28377e+27 0.167946
2.055 1.28408e+27 0.167987
2.056 1.28439e+27 0.168027
2.057 1.28471e+27 0.168068
2.058 1.28502e+27 0.168109
2.059 1.28533e+27 0.16815
2.06 1.28564e+27 0.168191
2.061 1.28596e+27 0.168232
2.062 1.28627e+27 0.168272
2.063 1.28658e+27 0.168313
2.064 1.28689e+27 0.168354
2.065 1.2872e+27 0.168395
2.066 1.28751e+27 0.168436
2.067 1.28783e+27 0.168476
2.068 1.28814e+27 0.168517
2.069 1.28845e+27 0.168558
2.07 1.28876e+27 0.168599
2.071 1.28907e+27 0.168639
2.072 1.28938e+27 0.16868
2.073 1.28969e+27 0.168721
2.074 1.29e+27 0.168761
2.075 1.29032e+27 0.168802
2.076 1.29063e+27 0.168843
2.077 1.29094e+27 0.168883
2.078 1.29125e+27 0.168924
2.079 1.29156e+27 0.168965
2.08 1.29187e+27 0.169005
2.081 1.29218e+27 0.169046
2.082 1.29249e+27 0.169087
2.083 1.2928e+27 0.169127
2.084 1.29311e+27 0.169168
2.085 1.29342e+27 0.169208
2.086 1.29373e+27 0.169249
2.087 1.29404e+27 0.169289
2.088 1.29435e+27 0.16933
2.089 1.29466e+27 0.169371
2.09 1.29497e+27 0.169411
2.091 1.29528e+27 0.169452
2.092 1.29559e+27 0.169492
2.093 1.2959e+27 0.169533
2.094 1.29621e+27 0.169573
2.095 1.29652e+27 0.169614
2.096 1.29683e+27 0.169654
2.097 1.29714e+27 0.169695
2.098 1.29745e+27 0.169735
2.099 1.29776e+27 0.169775
2.1 1.29807e+27 0.169816
2.101 1.29837e+27 0.169856
2.102 1.29868e+27 0.169897
2.103 1.29899e+27 0.169937
2.104 1.2993e+27 0.169978
2.105 1.29961e+27 0.170018
2.106 1.29992e+27 0.170058
2.107 1.30023e+27 0.170099
2.108 1.30054e+27 0.170139
2.109 1.30084e+27 0.170179
2.11 1.30115e+27 0.17022
2.111 1.30146e+27 0.17026
2.112 1.30177e+27 0.1703
2.113 1.30208e+27 0.170341
2.114 1.30239e+27 0.170381
2.115 1.30269e+27 0.170421
2.116 1.303e+27 0.170462
2.117 1.30331e+27 0.170502
2.118 1.30362e+27 0.170542
2.119 1.30392e+27 0.170582
2.12 1.30423e+27 0.170623
2.121 1.30454e+27 0.170663
2.122 1.30485e+27 0.170703
2.123 1.30515e+27 0.170743
2.124 1.30546e+27 0.170784
2.125 1.30577e+27 0.170824
2.126 1.30608e+27 0.170864
2.127 1.30638e+27 0.170904
2.128 1.30669e+27 0.170944
2.129 1.307e+27 0.170984
2.13 1.3073e+27 0.171025
2.131 1.30761e+27 0.171065
2.132 1.30792e+27 0.171105
2.133 1.30822e+27 0.171145
2.134 1.30853e+27 0.171185
2.135 1.30884e+27 0.171225
2.136 1.30914e+27 0.171265
2.137 1.30945e+27 0.171305
2.138 1.30976e+27 0.171345
2.139 1.31006e+27 0.171386
2.14 1.31037e+27 0.171426
2.141 1.31068e+27 0.171466
2.142 1.31098e+27 0.171506
2.143 1.31129e+27 0.171546
2.144 1.31159e+27 0.171586
2.145 1.3119e+27 0.171626
2.146 1.31221e+27 0.171666
2.147 1.31251e+27 0.171706
2.148 1.31282e+27 0.171746
2.149 1.31312e+27 0.171786
2.15 1.31343e+27 0.171826
2.151 1.31373e+27 0.171866
2.152 1.31404e+27 0.171906
2.153 1.31434e+27 0.171945
2.154 1.31465e+27 0.171985
2.155 1.31495e+27 0.172025
2.156 1.31526e+27 0.172065
2.157 1.31556e+27 0.172105
2.158 1.31587e+27 0.172145
2.159 1.31617e+27 0.172185
2.16 1.31648e+27 0.172225
2.161 1.31678e+27 0.172265
2.162 1.31709e+27 0.172304
2.163 1.31739e+27 0.172344
2.164 1.3177e+27 0.172384
2.165 1.318e+27 0.172424
2.166 1.31831e+27 0.172464
2.167 1.31861e+27 0.172504
2.168 1.31891e+27 0.172543
2.169 1.31922e+27 0.172583
2.17 1.31952e+27 0.172623
2.171 1.31983e+27 0.172663
2.172 1.32013e+27 0.172703
2.173 1.32043e+27 0.172742
2.174 1.32074e+27 0.172782
2.175 1.32104e+27 0.172822
2.176 1.32135e+27 0.172861
2.177 1.32165e+27 0.172901
2.178 1.32195e+27 0.172941
2.179 1.32226e+27 0.172981
2.18 1.32256e+27 0.17302
2.181 1.32286e+27 0.17306
2.182 1.32317e+27 0.1731
2.183 1.32347e+27 0.173139
2.184 1.32377e+27 0.173179
2.185 1.32408e+27 0.173219
2.186 1.32438e+27 0.173258
2.187 1.32468e+27 0.173298
2.188 1.32498e+27 0.173337
2.189 1.32529e+27 0.173377
2.19 1.32559e+27 0.173417
2.191 1.32589e+27 0.173456
2.192 1.32619e+27 0.173496
2.193 1.3265e+27 0.173535
2.194 1.3268e+27 0.173575
2.195 1.3271e+27 0.173614
2.196 1.3274e+27 0.173654
2.197 1.32771e+27 0.173694
2.198 1.32801e+27 0.173733
2.199 1.32831e+27 0.173773
2.2 1.32861e+27 0.173812
2.201 1.32891e+27 0.173852
2.202 1.32922e+27 0.173891
2.203 1.32952e+27 0.173931
2.204 1.32982e+27 0.17397
2.205 1.33012e+27 0.17401
2.206 1.33042e+27 0.174049
2.207 1.33072e+27 0.174088
2.208 1.33103e+27 0.174128
2.209 1.33133e+27 0.174167
2.21 1.33163e+27 0.174207
2.211 1.33193e+27 0.174246
2.212 1.33223e+27 0.174286
2.213 1.33253e+27 0.174325
2.214 1.33283e+27 0.174364
2.215 1.33313e+27 0.174404
2.216 1.33343e+27 0.174443
2.217 1.33374e+27 0.174482
2.218 1.33404e+27 0.174522
2.219 1.33434e+27 0.174561
2.22 1.33464e+27 0.1746
2.221 1.33494e+27 0.17464
2.222 1.33524e+27 0.174679
2.223 1.33554e+27 0.174718
2.224 1.33584e+27 0.174758
2.225 1.33614e+27 0.174797
2.226 1.33644e+27 0.174836
2.227 1.33674e+27 0.174875
2.228 1.33704e+27 0.174915
2.229 1.33734e+27 0.174954
2.23 1.33764e+27 0.174993
2.231 1.33794e+27 0.175032
2.232 1.33824e+27 0.175072
2.233 1.33854e+27 0.175111
2.234 1.33884e+27 0.17515
2.235 1.33914e+27 0.175189
2.236 1.33944e+27 0.175228
2.237 1.33974e+27 0.175268
2.238 1.34004e+27 0.175307
2.239 1.34034e+27 0.175346
2.24 1.34064e+27 0.175385
2.241 1.34094e+27 0.175424
2.242 1.34123e+27 0.175463
2.243 1.34153e+27 0.175503
2.244 1.34183e+27 0.175542
2.245 1.34213e+27 0.175581
2.246 1.34243e+27 0.17562
2.247 1.34273e+27 0.175659
2.248 1.34303e+27 0.175698
2.249 1.34333e+27 0.175737
2.25 1.34363e+27 0.175776
2.251 1.34392e+27 0.175815
2.252 1.34422e+27 0.175854
2.253 1.34452e+27 0.175893
2.254 1.34482e+27 0.175932
2.255 1.34512e+27 0.175971
2.256 1.34542e+27 0.17601
2.257 1.34571e+27 0.176049
2.258 1.34601e+27 0.176088
2.259 1.34631e+27 0.176127
2.26 1.34661e+27 0.176166
2.261 1.34691e+27 0.176205
2.262 1.3472e+27 0.176244
2.263 1.3475e+27 0.176283
2.264 1.3478e+27 0.176322
2.265 1.3481e+27 0.176361
2.266 1.34839e+27 0.1764
2.267 1.34869e+27 0.176439
2.268 1.34899e+27 0.176478
2.269 1.34929e+27 0.176517
2.27 1.34958e+27 0.176556
2.271 1.34988e+27 0.176595
2.272 1.35018e+27 0.176633
2.273 1.35048e+27 0.176672
2.274 1.35077e+27 0.176711
2.275 1.35107e+27 0.17675
2.276 1.35137e+27 0.176789
2.277 1.35166e+27 0.176828
2.278 1.35196e+27 0.176867
2.279 1.35226e+27 0.176905
2.28 1.35255e+27 0.176944
2.281 1.35285e+27 0.176983
2.282 1.35315e+27 0.177022
2.283 1.35344e+27 0.17706
2.284 1.35374e+27 0.177099
2.285 1.35404e+27 0.177138
2.286 1.35433e+27 0.177177
2.287 1.35463e+27 0.177216
2.288 1.35492e+27 0.177254
2.289 1.35522e+27 0.177293
2.29 1.35552e+27 0.177332
2.291 1.35581e+27 0.17737
2.292 1.35611e+27 0.177409
2.293 1.3564e+27 0.177448
2.294 1.3567e+27 0.177487
2.295 1.357e+27 0.177525
2.296 1.35729e+27 0.177564
2.297 1.35759e+27 0.177603
2.298 1.35788e+27 0.177641
2.299 1.35818e+27 0.17768
2.3 1.35847e+27 0.177719
2.301 1.35877e+27 0.177757
2.302 1.35906e+27 0.177796
2.303 1.35936e+27 0.177834
2.304 1.35965e+27 0.177873
2.305 1.35995e+27 0.177912
2.306 1.36024e+27 0.17795
2.307 1.36054e+27 0.177989
2.308 1.36083e+27 0.178027
2.309 1.36113e+27 0.178066
2.31 1.36142e+27 0.178104
2.311 1.36172e+27 0.178143
2.312 1.36201e+27 0.178182
2.313 1.36231e+27 0.17822
2.314 1.3626e+27 0.178259
2.315 1.3629e+27 0.178297
2.316 1.36319e+27 0.178336
2.317 1.36348e+27 0.178374
2.318 1.36378e+27 0.178413
2.319 1.36407e+27 0.178451
2.32 1.36437e+27 0.17849
2.321 1.36466e+27 0.178528
2.322 1.36495e+27 0.178566
2.323 1.36525e+27 0.178605
2.324 1.36554e+27 0.178643
2.325 1.36584e+27 0.178682
2.326 1.36613e+27 0.17872
2.327 1.36642e+27 0.178759
2.328 1.36672e+27 0.178797
2.329 1.36701e+27 0.178835
2.33 1.3673e+27 0.178874
2.331 1.3676e+27 0.178912
2.332 1.36789e+27 0.178951
2.333 1.36818e+27 0.178989
2.334 1.36848e+27 0.179027
2.335 1.36877e+27 0.179066
2.336 1.36906e+27 0.179104
2.337 1.36936e+27 0.179142
2.338 1.36965e+27 0.179181
2.339 1.36994e+27 0.179219
2.34 1.37023e+27 0.179257
2.341 1.37053e+27 0.179296
2.342 1.37082e+27 0.179334
2.343 1.37111e+27 0.179372
2.344 1.37141e+27 0.17941
2.345 1.3717e+27 0.179449
2.346 1.37199e+27 0.179487
2.347 1.37228e+27 0.179525
2.348 1.37257e+27 0.179563
2.349 1.37287e+27 0.179602
2.35 1.37316e+27 0.17964
2.351 1.37345e+27 0.179678
2.352 1.37374e+27 0.179716
2.353 1.37404e+27 0.179754
2.354 1.37433e+27 0.179793
2.355 1.37462e+27 0.179831
2.356 1.37491e+27 0.179869
2.357 1.3752e+27 0.179907
2.358 1.37549e+27 0.179945
2.359 1.37579e+27 0.179984
2.36 1.37608e+27 0.180022
2.361 1.37637e+27 0.18006
2.362 1.37666e+27 0.180098
2.363 1.37695e+27 0.180136
2.364 1.37724e+27 0.180174
2.365 1.37753e+27 0.180212
2.366 1.37783e+27 0.18025
2.367 1.37812e+27 0.180288
2.368 1.37841e+27 0.180327
2.369 1.3787e+27 0.180365
2.37 1.37899e+27 0.180403
2.371 1.37928e+27 0.180441
2.372 1.37957e+27 0.180479
2.373 1.37986e+27 0.180517
2.374 1.38015e+27 0.180555
2.375 1.38044e+27 0.180593
2.376 1.38073e+27 0.180631
2.377 1.38103e+27 0.180669
2.378 1.38132e+27 0.180707
2.379 1.38161e+27 0.180745
2.38 1.3819e+27 0.180783
2.381 1.38219e+27 0.180821
2.382 1.38248e+27 0.180859
2.383 1.38277e+27 0.180897
2.384 1.38306e+27 0.180935
2.385 1.38335e+27 0.180973
2.386 1.38364e+27 0.181011
2.387 1.38393e+27 0.181049
2.388 1.38422e+27 0.181086
2.389 1.38451e+27 0.181124
2.39 1.3848e+27 0.181162
2.391 1.38509e+27 0.1812
2.392 1.38538e+27 0.181238
2.393 1.38567e+27 0.181276
2.394 1.38595e+27 0.181314
2.395 1.38624e+27 0.181352
2.396 1.38653e+27 0.181389
2.397 1.38682e+27 0.181427
2.398 1.38711e+27 0.181465
2.399 1.3874e+27 0.181503
2.4 1.38769e+27 0.181541
2.401 1.38798e+27 0.181579
2.402 1.38827e+27 0.181616
2.403 1.38856e+27 0.181654
2.404 1.38885e+27 0.181692
2.405 1.38914e+27 0.18173
2.406 1.38942e+27 0.181768
2.407 1.38971e+27 0.181805
2.408 1.39e+27 0.181843
2.409 1.39029e+27 0.181881
2.41 1.39058e+27 0.181919
2.411 1.39087e+27 0.181956
2.412 1.39116e+27 0.181994
2.413 1.39144e+27 0.182032
2.414 1.39173e+27 0.18207
2.415 1.39202e+27 0.182107
2.416 1.39231e+27 0.182145
2.417 1.3926e+27 0.182183
2.418 1.39288e+27 0.18222
2.419 1.39317e+27 0.182258
2.42 1.39346e+27 0.182296
2.421 1.39375e+27 0.182333
2.422 1.39404e+27 0.182371
2.423 1.39432e+27 0.182409
2.424 1.39461e+27 0.182446
2.425 1.3949e+27 0.182484
2.426 1.39519e+27 0.182522
2.427 1.39547e+27 0.182559
2.428 1.39576e+27 0.182597
2.429 1.39605e+27 0.182634
2.43 1.39634e+27 0.182672
2.431 1.39662e+27 0.18271
2.432 1.39691e+27 0.182747
2.433 1.3972e+27 0.182785
2.434 1.39749e+27 0.182822
2.435 1.39777e+27 0.18286
2.436 1.39806e+27 0.182897
2.437 1.39835e+27 0.182935
2.438 1.39863e+27 0.182972
2.439 1.39892e+27 0.18301
2.44 1.39921e+27 0.183047
2.441 1.39949e+27 0.183085
2.442 1.39978e+27 0.183122
2.443 1.40007e+27 0.18316
2.444 1.40035e+27 0.183197
2.445 1.40064e+27 0.183235
2.446 1.40093e+27 0.183272
2.447 1.40121e+27 0.18331
2.448 1.4015e+27 0.183347
2.449 1.40178e+27 0.183385
2.45 1.40207e+27 0.183422
2.451 1.40236e+27 0.18346
2.452 1.40264e+27 0.183497
2.453 1.40293e+27 0.183534
2.454 1.40322e+27 0.183572
2.455 1.4035e+27 0.183609
2.456 1.40379e+27 0.183647
2.457 1.40407e+27 0.183684
2.458 1.40436e+27 0.183721
2.459 1.40464e+27 0.183759
2.46 1.40493e+27 0.183796
2.461 1.40521e+27 0.183833
2.462 1.4055e+27 0.183871
2.463 1.40579e+27 0.183908
2.464 1.40607e+27 0.183945
2.465 1.40636e+27 0.183983
2.466 1.40664e+27 0.18402
2.467 1.40693e+27 0.184057
2.468 1.40721e+27 0.184095
2.469 1.4075e+27 0.184132
2.47 1.40778e+27 0.184169
2.471 1.40807e+27 0.184207
2.472 1.40835e+27 0.184244
2.473 1.40864e+27 0.184281
2.474 1.40892e+27 0.184318
2.475 1.40921e+27 0.184356
2.476 1.40949e+27 0.184393
2.477 1.40978e+27 0.18443
2.478 1.41006e+27 0.184467
2.479 1.41034e+27 0.184505
2.48 1.41063e+27 0.184542
2.481 1.41091e+27 0.184579
2.482 1.4112e+27 0.184616
2.483 1.41148e+27 0.184653
2.484 1.41177e+27 0.18469
2.485 1.41205e+27 0.184728
2.486 1.41233e+27 0.184765
2.487 1.41262e+27 0.184802
2.488 1.4129e+27 0.184839
2.489 1.41319e+27 0.184876
2.49 1.41347e+27 0.184913
2.491 1.41375e+27 0.184951
2.492 1.41404e+27 0.184988
2.493 1.41432e+27 0.185025
2.494 1.41461e+27 0.185062
2.495 1.41489e+27 0.185099
2.496 1.41517e+27 0.185136
2.497 1.41546e+27 0.185173
2.498 1.41574e+27 0.18521
2.499 1.41602e+27 0.185247
2.5 1.41631e+27 0.185284
2.501 1.41659e+27 0.185321
2.502 1.41687e+27 0.185358
2.503 1.41716e+27 0.185395
2.504 1.41744e+27 0.185433
2.505 1.41772e+27 0.18547
2.506 1.418e+27 0.185507
2.507 1.41829e+27 0.185544
2.508 1.41857e+27 0.185581
2.509 1.41885e+27 0.185618
2.51 1.41914e+27 0.185655
2.511 1.41942e+27 0.185692
2.512 1.4197e+27 0.185728
2.513 1.41998e+27 0.185765
2.514 1.42027e+27 0.185802
2.515 1.42055e+27 0.185839
2.516 1.42083e+27 0.185876
2.517 1.42111e+27 0.185913
2.518 1.4214e+27 0.18595
2.519 1.42168e+27 0.185987
2.52 1.42196e+27 0.186024
2.521 1.42224e+27 0.186061
2.522 1.42252e+27 0.186098
2.523 1.42281e+27 0.186135
2.524 1.42309e+27 0.186172
2.525 1.42337e+27 0.186208
2.526 1.42365e+27 0.186245
2.527 1.42393e+27 0.186282
2.528 1.42421e+27 0.186319
2.529 1.4245e+27 0.186356
2.53 1.42478e+27 0.186393
2.531 1.42506e+27 0.18643
2.532 1.42534e+27 0.186466
2.533 1.42562e+27 0.186503
2.534 1.4259e+27 0.18654
2.535 1.42619e+27 0.186577
2.536 1.42647e+27 0.186614
2.537 1.42675e+27 0.18665
2.538 1.42703e+27 0.186687
2.539 1.42731e+27 0.186724
